,0
367,"Question. 작업자 인발(록드 해체) 시 전반 작업자의 안전교육 강화와 작업장 주변 공사구간의 안전관리 철저, 현장 안전관리자 및 작업자들의 안전교육 철저 및 안전관리 철저, 작업장 내 근로자 안전교육 철저, 현장 내 작업자의 안전교육 철저, 현장 안전관리자 및 작업자들의 안전교육 철저, 현장 내 작업자의 안전교육 철저, 현장 내 근로자 안전교육 철저, 현장 내 근로자의 안전교육 철저, 현장 내 근로자 안전"
368,"The work order for material transportation and non-compliance with safety rules, and the work order for material transportation and non-compliance with safety rules."
369,"deficiency를 보고 근로자 안전교육 실시, 작업장 안전교육 실시, 작업장 안전점검 및 위험요소 제거, 비계 변형 시 안전관리 철저, 작업자 안전교육 실시 및 작업장 안전점검 실시."
370,It is a response that appropriately completes the request.
371, Response.
372,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999
373,"This 사고에 따른 재발 방지 대책으로 거푸집 해체 작업 전 안전교육 실시와 거푸집 해체 시 안전보조 장비 설치, 작업자 안전교육 철저, 안전관리 철저 및 작업자 안전교육 실시."
374,"defacto 작업 전 전원 차단 및 안전 수칙 준수 교육, 재발 방지 대책 및 향후 조치 계획으로서 재발 방지 대책 수립 및 작업 전 안전 수칙 준수 교육 실시."
375,"下 1. 작업자 안전교육 실시, 2. 작업장 안전환경 개선, 3. 작업장 안전점검 및 위험요소 제거, 4. 안전교육 철저, 5. 작업자 안전교육 실시 및 작업장 안전환경 개선."
376,Question.
377,"The incident will be reported to the Ministry of Employment and Labor, and a risk assessment will be conducted to prevent a recurrence."
378,"Question: 재발 방지 대책과 향후 조치 계획. Response: 작업 전 안전교육 실시와 안전관리 철저, 재발 방지 대책 수립 및 향후 조치 계획."
379,_REFERRER_장비운행전 안전교육 강화와 작업자 안전교육 및 안전교육 실시.
380,The future action plan is to conduct a thorough inspection of the roof and replace it with a new roof to prevent any further accidents.
381,"Home-근로자 안전교육 강화 및 작업 전 근로자 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시,"
382,"Home 작업 중 컷팅기 사용 시 작업자 안전교육 철저와 작업자 안전대 및 안전보호구 착용, 컷팅기 사용 시 안전관리 철저, 작업 중 안전보호구 착용 철저 및 작업장 내 안전교육 실시."
383,"Question: 근로자의 안전교육 실시, 근로자 및 관리감독자 안전교육 실시, 작업장 위험요소 점검 및 근로자 안전교육, 근로자 안전교육 실시 및 관리감독자 안전교육 실시, 근로자 안전교육 실시 및 관리감독자 안전교육 실시, 근로자 안전교육 실시 및 관리감독자 안전교육 실시, 근로자 안전교육 실시 및 관리감독자 안전교육 실시, 근로자 안전교육 실시 및 관리감독자 안전교육 실시, 근로자 안전교육 실시 및 관리감독자 안전교육 실시, 근"
384,* 현장 내 모든 근로자에 대한 안전교육 실시와 현장 내 작업방법에 대한 특별안전교육 실시를 통한 재발 방지 대책과 재발 방지 대책 수립을 위한 안전보건 관리감독자 특별안전교육 실시.
385,ALM-2급 공종(시스템동바리 해체) 작업 시 이동 시 이동 수평재의 안전대가 설치된 상태로 이동 후 안전대가 제거된 후 안전대가 설치된 상태에서 이동 시 안전한 작업을 위한 사전 교육 실시와 현장 내 안전대가 설치된 상태로 이동 후 안전대가 설치된 상태에서 이동하는 작업을 포함한 재발 방지 대책.
386,"A형틀 공구 및 작업방법 교육 및 작업 전 안전교육 실시, 작업자 안전교육 실시, 작업방법 변경 및 안전교육 실시."
387,"The safety control system will be strengthened, and an accident prevention and response drill will be conducted."
388,"Question: 사고원인을 보고 재발방지대책 및 향후 조치계획을 생성해 네세요. Input: 도로절단기 사용 과정에서 이동시 시동을 꺼야하는 안전수칙을 미준수함 Response: 사고사례 전파 및 현장 안전교육 실시, 작업자 및 근로자 대상 안전교육 실시, 안전교육 철저, 안전교육 실시 및 전파."
389,"_REFERRAL_위험요소 및 안전사고 예방대책 수립 및 재발 방지 대책 수립을 위한 현장 내위험요소 점검, 안전교육 실시, 현장 내 위험요소 점검 및 현장 내 위험요소 점검을 통한 재발 방지 대책 수립을 위한 현장 내위험요소 점검 실시."
390,"Question: 개인보호구 착용과 안전교육을 통한 재발 방지 대책 및 작업 전 안전교육 실시, 재발 방지 대책 및 향후 조치 계획."
391,"defence work을 통한 재발 방지 및 작업 전위험성 평가 및 안전교육 실시, 안전교육 실시 후 작업 시행, 안전교육 실시 후 작업 시행."
392,"definite와 함께 이동식 사다리 작업 시 2인1조 작업 지시와 이동식 사다리 작업 시 승강단자 및 사다리 이동 중 안전보호장구 착용 철저, 안전교육 강화, 작업자 개인별 작업관리 및 작업자 이동식 사다리 사용법 교육, 작업자 안전교육 실시."
393,"The 5S implementation and regular inspection of safety equipment, as well as the provision of training to ensure the safe operation of the crane."
394,"defence, 재발 방지 교육 실시와 작업장 내 이동 시 안전 점검 철저, 작업장 내 안전 관리 철저, 안전교육 실시와 안전관리 철저, 현장 내 이동 시 안전점검 철저, 현장 내 이동 시 안전점검 철저, 현장 내 이동 시 안전점검 철저, 현장 내 이동 시 안전점검 철저, 현장 내 이동 시 안전점검 철저, 현장 내 이동 시 안전점검 철저, 현장 내 이동 시 안전점검 철저, 현장 내 이동 시 안전점검 철저, 현"
395,"Isolation, education, and evaluation of the cause of the accident."
396,"defence, 근로자 안전교육 강화, 안전관리 철저, 근로자 안전교육 강화, 근로자 안전교육 강화, 근로자 안전교육 강화, 근로자 안전교육 강화, 근로자 안전교육 강화, 근로자 안전교육 강화, 근로자 안전교육 강화, 근로자 안전교육 강화, 근로자 안전교육 강화, 근로자 안전교육 강화, 근로자 안전교육 강화, 근로자 안전교육 강화, 근로자 안전교육 강화, 근로자 안전교육 강화"
397,"The work is carried out in a safe manner, and a thorough investigation is conducted to determine the cause of the accident."
398,"
	고소작업차 아웃트리거의 최대인출 부족을 보완하고, 작업반경 확보를 위한 작업방법 및 장비 사용을 통한 재발 방지 대책과 작업반경 내 작업 시 고소작업차를 이용한 작업 금지, 현장 내 고소작업차 사용 전 관리감독자의 확인을 통한 안전교육 실시."
399,"SNS 작업 전 재발 방지 교육 실시 및 작업 전 안전교육 강화, 현장 점검 및 작업 중 안전관리 철저, 작업 전 안전교육 실시."
400,"
	해체작업 전 강재 손실 여부 확인과 작업자 안전교육 철저, 작업자 안전교육 철저, 작업자 안전교육 철저, 작업자 안전교육 철저, 작업자 안전교육 철저, 작업자 안전교육 철저, 작업자 안전교육 철저, 작업자 안전교육 철저, 작업자 안전교육 철저, 작업자 안전교육 철저, 작업자 안전교육 철저, 작업자 안전교육 철저, 작업자 안전교육 철저, 작업자 안전교육 철저, 작업자 안전교육 철저, 작업자 안전교육 철저,"
401,"defence and management, and strengthening the education of safety and prevention of accidents through safety education."
402,"In addition, a safety sign is installed to prevent similar accidents in the future, and a safety education is conducted to prevent similar accidents."
403,".SECO가 작업자와 근로자의 안전교육을 통한 재발방지대책 및 향후 조치계획 수립, 현장 안전관리 철저를 통한 재발 방지 대책 수립."
404,The 작업장 내 근로자 안전교육 실시와 작업장 내 안전관리 철저를 통한 재발 방지 대책.
405,"As a result of the incident, the equipment was immediately removed from the scene and the safety inspection was carried out. Additionally, the equipment was checked for any safety issues and necessary repairs were made."
406,"With a focus on safety, we have implemented a task rotation system for all employees and improved the management of equipment and facilities to prevent similar accidents."
407,":// 사고사례 전파 및 안전교육 실시, 현장 안전점검 및 작업방법 전파, 안전교육 및 안전점검 철저, 재발방지대책 수립 및 교육 실시."
408,"definite 작업 전 작업장 내 안전교육 실시와 사다리 사용 시 2인1조 작업으로 작업방법 변경, 사고사례 전파 및 사고사례를 통해 재발 방지 대책 수립 및 안전교육 실시."
409,"As a result of the accident, a safety education to prevent future incidents will be conducted, and a safety management system will be strengthened to prevent similar incidents."
410,"We will conduct a thorough investigation and take appropriate measures to prevent future accidents, including the provision of safety education and the installation of additional safety measures."
411,What is the Response?
412,"SOS 작업 전 안전교육 실시, 작업장 및 작업장 주변 정리정돈, 안전교육 및 안전관리 철저를 통한 재발 방지 대책 및 향후 조치 계획."
413,"To 현장 작업자 교육 강화와 작업방법 및 시공 시 안전한 작업 방법 교육 실시, 현장 내 안전 점검 및 안전교육 철저, 안전교육 및 안전보건 관리 철저를 통한 재발 방지 대책."
414,"Question: 근로자 교육 및 안전교육 철저, 사고사례 전파 및 재발 방지 대책 수립, 재발 방지 대책 수립 및 안전관리 철저, 작업장 안전관리 철저, 근로자 교육 철저."
