,사고원인,재발방지대책 및 향후조치계획
22724,달비계(일명 그네)를 타고 착지과정중에 로프가 풀리며 발생한 사고,"작업자 사전 교육 철저 및 작업 전 로프 등 정밀 사전 점검 실시와 현장 내 위험 작업 실시 전 교육 및 사용되는 장비, 도구 등의 철저한 사전 점검 지시."
1881,장애물 간섭:시스템 비계 자재 정리 근로자가 자재를 옮기던중 기둥에 자재가 걸려 손가락이 끼임,동종재해 예방을 위한 안전조회 및 안전점검 철저와 신규 및 정기안전교육 실시를 통한 안전조회시 동종재해 예방교육 및 사고사례 전파 공유와 안전주의사항 전달.
8968,오배수 배관 철거 시 이동식 비계를 사용하지 않고 A형 사다리를 사용함에 따라 작업자가 작업 중 중심을 잃고 낙상사고 발생,"오배수 배관 철거 시 이동식 비계를 사용하도록 지시하고, 인명사고 재발 방지를 위해 시공사에 안전조치를 요청하는 공문 발송 및 현장 안전관리 강화를 계획함."
12937,재해자가 2021년 9월29일 15:30분경 3층 기숙사 내에서 pvc 배관 작업중 말비계에서 이동중 전방주시 부주의로 미끄럼 사고임.,"동일 작업 시 안전교육 철저 및 안전 보호장비 착용 재검토, 말비계 사용 매뉴얼과 위험성 재교육 실시와 함께 작업자 안전교육 강화를 위한 행정 지도 시행."
11650,"말비계 승,하강 경로에 3구 콘센트 설치, 말비계 내려오기 전 바닥 장애물 미확인","작업 준비 시 이동경로 내 콘센트 등 설치 금지, 말비계 사용 근로자 사고사례 전파 및 교육 실시와 안전사고가 발생하지 않도록 현장관리 철저 지시의 실행."
12114,충분한 공간 및 비계등을 설치하여 공간 확보 후 가설재를 제거해야함에도 불구하고 사다리를 이용하여 가설제 분리,"사다리 작업 시 2인 1조로 작업하여 사다리를 고정하고, 작업공간이 협소할 경우 비계를 설치하여 작업을 진행하며, 이를 위한 현장 지도 및 점검이 계획됨."
2643,고소작업을 위하여 이동식 틀비계 설치후 높이가 맞지 않는 경우 시저리프트 또는 내부수평비계 설치하고 작업을 하여야 하나 미실시,"작업 전 수시 안전교육 실시, 높이가 높은 이동식 틀비계 작업 시 굥우 시저리프트 사용 또는 수평비계 설치, 작업 중 안전벨트 걸고리 체결 후 작업 실시."
15182,B/T 비계 사용 부주의,"B/T 비계 등 비계작업 시 안전사고 예방을 위한 안전조치 철저와 낙상 방지를 위한 안전벨트 착용 지시, 사고 재발 방지 계획서 제출 및 안전 관리 철저."
10860,내벽 콘크리트옹벽 절단 작업 중 절단구조물 낙하 및 충돌로 인한 이동식틀비계에서 추락사고 발생,"작업별 안전관리계획서 상세 수립, 작업전 작업자 안전교육 실시 강화, 안전점검 관리자의 현장 상시 순회, 고용노동부 및 경찰서 현장조사로 해당 공정 중지."
392,시스템비계 발판 1개가 빠져있어 근로자 추락 및 발빠짐 위험이 있음,작업 시작 전 시스템 비계 작업 발판 및 수평재 해체 여부 점검과 보수 완료 후 작업 실시 및 안전사고 재발 방지를 위한 현장 지시와 각별한 주의 필요성.
8709,작업자가 거푸집작업중 전면 설치 후 후면 설치를 위해 이동 중 미끄러져 시스템 비계위로 떨어짐,안전통로 추가 확보와 작업통로 이동 주의사항 교육을 통한 재발 방지 대책 및 안전관리자의 현장 수시 점검과 작업통로 위험요소 확인을 포함한 안전교육 실시.
3240,"계단실 벽체 견출 작업을 위해 1m이하의 말비계에 자체적으로 시설된 높이 조절 다리를 연장한 뒤 고정용 핀을 체결하였으나, 양측 고정핀의 체결을 정확하게 확인하지 못한 상황에서 작업 발판에 올라가 작업을 진행하였음.작업 중 정상 체결된 우측은 고정핀이 탈락하는 일이 발생하지 않았으나, 우측 작업 종료 후 좌측 발판으로 이동하는 과정에서 체결 불량인 좌측의 고정핀이 탈락되어 중심을 잃고 기울어지며 넘어짐.","사고 재발 방지를 위한 철저한 검수 및 안전성 확인과 관리감독자 및 현장 카톡방, 교육장을 활용한 안전수칙 전파 및 공유, 안전관리 강화를 위한 행정지도."
18165,외부 비계 단차부위 미인지,"작업발판 사이 틈 제거와 단차부위 안전표지판 설치, 지상층 외부 비계 정리정돈, 단차부위 제거를 위한 작업발판 보강, 자재물 낙하 방지를 위한 쪽망 설치."
9716,재해자가 벽체 거푸집 해체를 위해 빠루로 거푸집을 해체하는중 빠루가 빠지면서 시스템비계에 손이 끼어서 협착사고 발생,"작업 시 무리한 힘을 가하지 않도록 교육하고 2인 1조 작업을 시행하며, 작업자 특별 안전 교육 실시와 현장 안전 관리 철저를 통한 재발 방지 대책 마련."
11856,작업자가 위치상 #4번 계단실 중충부 연결 RC보 설치를 위해 4M위 시스템비계위에서 유로폼 형틀작업중에 손이 끼여 골절된 사고,"형틀작업사고 예방을 위한 교육 실시와 충분한 휴식시간 제공, 안전공사 관리 요청 및 안전교육 철저 이행, 인허가 관계자 변경에 따른 담당자 연락처 전달."
9821,작업자 작업순서 착오(와이어로프 및 체인블럭을 설치한 후 비계발판을 개방하여야 하나 작업순서가 바뀜),"작업절차서 개선, 유사작업 관리자 상주, 유사작업 숙련공 배치 및 안전시설물 보강, 유사사고 재발방지대책 이행점검, 개구부 수시 점검 및 개선조치 실시."
441,#2게이트 앞 경비실 외부 시스템 비계 설치작업 중 '2인1조' 작업자 중 '상부 작업자'가 실수로 대각부재를 놓치면서 작업 중이던 '하부작업자'의 좌측 제4 손가락 원위지골을 타격함,"작업전 위험 예지교육, 작업 중 작업순서 관리 철저, 작업현장에 작업인력 배치 전 위험요인의 철저한 점검 선행에 대한 재발 방지 대책과 향후 조치 계획."
5853,비계자재를 제대로 파지하지 않음에 따라 시스템 비계 자재가 낙하,"비계 작업 시 상하 동시 작업 금지와 해당 공종 작업자 특별 교육 실시, 관리 감독자의 현장 상주 및 작업 감독, 안전 사고 관련 특별 안전 교육 실시."
15558,105동 20층 E/V홀 퍼티 작업을 위해 말비계 상부로 이동하는 과정에서 4개 중 1개 다리의 높이조절핀이 정상 체결되지 않아 말비계의 한쪽 다리가 내려앉아 미끄러지면서 전도,"말비계 높이조절핀 고정 상태 확인, 말비계 상태 및 관리 방법 교육, 작업 전 말비계 설치 상태 점검을 통한 사고 재발 방지 및 집중 관리와 교육 실시."
19752,"실내 이동식비계(1.7m)에서 목공(1명) 마감(석고보드부착) 작업중 비계의 붕괴 및 추락, 밑에서 작업중인 미장공(1명) 상체 충격",소규모 도심지공사에서 영세건설사의 안전인식 미흡에 대한 주의경고 및 사내 안전관리지침 재전달과 함께 해당 건설사 공문 조치 및 내부 자체조사 실시 예정.
13634,"2021년 8월 오전 8시 43분 경 디지털프라자 마산중리점 SIP 공사 현장 비계 업체 사장(나이 68세, 부산 거주)이 현장 비계 설치 작업 지시 후 앉아서 쉬는 중에 의식 불명으로 쓰러저 심폐 소생술 실시, 119 신고, 119 구급대원이 현장 도착 후 약 10분간 심폐소생술 실시 후 병원 후송, 병원에서 심폐소생술 중 사망","안전교육 실시, 작업자 건강검진, 작업전 준비운동 실시, 혈압 및 체온 측정, 수분 보충, 휴식시간 보장으로 이루어진 재발 방지 대책과 향후 조치 계획."
20919,근로자의 불안전한 행동 및 현장에 규정된 작업발판(말비계)이 있었으나 미사용으로 인하여 사고 발생,"불법체류자 채용 지양, 통역을 이용한 교육 실시, 신규채용자 식별조치 및 현장관리감독 강화와 함께 건설현장 안전관리에 대한 지속적인 관리 및 감독 필요."
15806,1~2일전 외부비계 작업발판 작업 후 띠장 연결부에 유격 발생함. 당일 강풍으로 인해 외부 작업중지 중 돌풍에 의해 작업발판이 추락함,"작업발판 띠장 연결부위 긴결철물 부착, 낙하물방지망 재정비 및 외부비계 작업발판 연결부 연결철물과 낙하물방지망 보강을 통한 강풍 대비 안전시설물 재정비."
10149,"지상2층 외부(지붕)에서 자재 운반도중 1명은 바닥으로 낙하(사망), 1명은 비계발판 위로 떨어져 부상(골절, 치료중)","외부작업 일시중단, 안전시설물 점검 및 보수조치, 작업자 안전교육 철저, 고용노동부 조사 결과에 따른 공사 재개 및 건축관련법 위반 여부 검토 후 처리."
10210,"외벽 마감 특성 상, 시스템 비계와 구조물 사이에 이격이 발생되어 해당 구간으로 유리 작업자가 추락함",시스템 비계와 구조물 사이 추가 비계 및 작업발판 설치와 외부 작업 중 추락사고 대비 안전발판 보강 조치 계획서 제출 및 감리자 확인 후 보강작업 진행.
16240,지상 5층 규모의 신축건물 공사 현장에서 4층 창틀 할석작업을 하던 작업자가 공사 도구를 놓친 후 균형을 잃어 건물과 시스템 비계 사이의 틈으로 추락,건물 외벽과 시스템 비계 사이에 낙하물 방지망 설치 및 현장 안전 관련 시설물 상시 점검과 작업 전 안전 교육 철저 진행을 통한 안전사고 발생 최소화.
13266,위생설비배관 사춤 작업 중 이동식틀비계 사용 중 이동식틀비계(주틀 하부 보강재 용접부 파단) 파손으로 작업자가 넘어짐,"이동식 비계 등 가설 작업대 수지 안전점검 실시와 작업 전 관리자 및 작업자 작업절차 및 안전교육 실시, 현장 안전순찰 강화가 포함된 재발 방지 대책."
19939,작업 후 말비계에서 내려오는 중 발을 헛딛어 넘어지면서 팔꿈치를 바닥에 타격함.,"작업 전후 작업자 이동 시 긴장을 늦추지 않도록 안전교육을 철저히 하고, 수급사 및 하도급사의 지연보고 및 현장관리 미비에 대한 조치를 검토하는 방안."
15377,"비계 작업발판 상단에서 균형을 잃고 바닥으로 착지 중 골절, 근로자 작업발판 위치선정 부적합 및 작업자 부주의","근로자 건강 이상유무 확인 및 개인보호구 착용상태 점검, 작업구간 정리정돈 철저, 재해사고사례 및 안전대책 교육, 지속적인 관리를 통한 안전의식 고취."
507,수직철근 배근작업을 하기위해 위험한 시스템비계 2단 발판에서 3단 발판으로 올라가기위해 수직사다리를 밟고 오르던 중 수직사다리에 발을 헛딛어 2단 발판으로 미끄러지며 난간대에 늑골을 부딪힌 사고,"미끄럼사고 예방을 위한 수직사다리에 논슬립테이프 설치와 동절기 논슬립테이프 불가구간 확인 후 미끄럼방지 스프레이 도포, 그리고 사고사례 전파교육 실시."
23350,"""2019년 7월 8일 오전 10시경 102동 외부 시스템비계 내부에서 몰딩자재를 윈치로 인양후 운반을 위해불안정한 자세로 무리하게 들어 올리는 과정에서 왼쪽 무릎이 안쪽으로 꺽이며 연골 또는 인대가손상된 사고임.""","작업 전 전체 근로자의 안전체조 및 안전스트레칭 실시와 작업 중 안전감시업무 수행, 향후 안전조회 실시 및 근로자의 안전체조와 안전스트레칭 필수 실시."
9920,견출작업 후 비계에서 내려오던 중 미끄러져 넘어짐,"이동식틀비계 내측에 가설계단 설치, 개인보호구 착용 철저(안전화), 작업장 주변 정리정돈 철저, 사고 분석 후 동일 재해 발생 방지를 위한 교육 실시."
3187,시스템 비계 횡대를 갈고리로 활용하여 바닥에 방치된 시스템 비계 횡대를 걸어서 끌어 당기다 기 설치된 동바리 횡대와 오른손 중지가 충돌 사고,"자재 보관 장소의 사전 계획과 사용 후 정해진 장소에 자재를 보관하는 조치, 자재 정리정돈에 대한 인식교육 진행, 작업 지휘자의 명확한 작업지시 조치."
