,ID,발생일시,사고인지 시간,날씨,기온,습도,공사종류,연면적,층 정보,인적사고,물적사고,공종,사고객체,작업프로세스,장소,부위,사고원인,재발방지대책 및 향후조치계획
5272,TRAIN_05272,2023-03-06 오전 09:30,정규작업 -,맑음,15℃,50%,건축 / 건축물 / 창고시설,"148,573.41㎡","지상 10층, 지하 1층",넘어짐(물체에 걸림),없음,건축 > 가설공사,시설물 > 건물,운반작업,창고시설 / 내부,건물 / 바닥,슬라브옆쪽 실족방지망 설치구간으로 이동가능했으나 깔리지 않은 가까운쪽으로 이동,"철근배근구간 이동 시 정해진 이동통로로 이동하고, 특별안전교육을 실시하여 실족 방지 및 작업구간 우회를 통한 안전 확보."
5275,TRAIN_05275,2023-03-06 오전 09:20,정규작업 -,맑음,11℃,41%,산업환경설비 / 산업생산시설 / 석유화학공장,-,-,기타,없음,건축 > 건축 토공사,건설자재 > 자재,운반작업,석유화학공장 / 외부,자재 / 상부(위),운반 작업 시  작업 전에 근로자 건강 상태 확인 미흡,근로자 건강 상태 확인 후 작업 실시.
5276,TRAIN_05276,2023-03-06 오전 09:00,정규작업 -,맑음,5℃,54%,건축 / 건축물 / 창고시설,"28,774.92㎡","지상 7층, 지하 1층",물체에 맞음,없음,건축 > 해체 및 철거공사,건설자재 > 핀,해체작업,창고시설 / 내부,핀 / 바닥,유로폼 연결고정핀을 해체하다가 핀이 유로폼에 맞고 튀어서 치아가 부러짐,안면보호구 착용과 수직고정핀의 유격 관리로 인한 재발 방지 대책 및 향후 수평연결핀 밀착 설치와 해체작업 시 안면보호구 착용의 조치 계획.
5281,TRAIN_05281,2023-03-05 오전 10:00,정규작업 -,맑음,17℃,60%,건축 / 건축물 / 기타,"22,856.14㎡","지상 24층, 지하 5층",끼임,없음,건축 > 철근콘크리트공사,가시설 > 거푸집,절단작업,기타 / 내부,거푸집 / 바닥,휴대용 철근절단기 사용 부주의,"철근절단 작업 시 안전거리를 두고 작업하며, 절단 절곡 작업 시 지정작업자 이외의 작업 금지."
5298,TRAIN_05298,2023-03-04 오전 02:20,정규작업 -,맑음,4℃,81%,건축 / 건축물 / 업무시설,"40,409㎡","지상 20층, 지하 6층",기타,없음,건축 > 미장공사,기타 > 기타,기타,업무시설 / 현장내(지하6층),기타 / 지하,중량물인 피니셔(75kg)를 인력으로 무리한 운반,"피니셔 운반방법 개선(지상층: 타워크레인, 리프트 / 지하층: 윈치)과 인력운반(25Kg/인 초과금지) 제한을 통한 재발 방지 대책 및 향후 조치 계획."
5301,TRAIN_05301,2023-03-03 오후 03:30,정규작업 -,맑음,11℃,37%,토목 / 도로 / 도로,-,-,깔림,없음,토목 > 도로 및 포장공사,기타 > 기타,벌목작업,도로 / 도로개설 구간,기타 / 도로개설 구간,공사구간 인접 능선부 돌풍에 의한 수목 전도,작업 중 기상상황 변동 주시 필요성.
5303,TRAIN_05303,2023-03-03 오후 02:00,정규작업 -,맑음,79℃,69%,건축 / 건축물 / 창고시설,"199,175.41㎡","지상 10층, 지하 1층",넘어짐(물체에 걸림),없음,건축 > 철근콘크리트공사,건설자재 > 자재,설치작업,창고시설 / 내부,자재 / 옆,작업구간 내 자재운반 중 철근에 발이 걸려 넘어지며 엉덩이를 찧음.(타박상),지게차와 대차 사용을 통한 인력운반 최소화 작업계획 수립 및 실시와 불안전한 행동에 따른 위험요인 및 재해사례에 대한 안전교육 실시.
5312,TRAIN_05312,2023-03-03 오전 09:35,정규작업 -,맑음,13℃,5%,산업환경설비 / 발전시설,-,-,넘어짐(미끄러짐),없음,기계설비 > 가설공사,가시설 > 비계,이동,/ 내부,비계 / 바닥,1) 배관 상부 안전덮개  설치불량(강도부족 자재 사용) 및 미고정2) 개구부 위험표지 미 부착 등,"개구부 안전덮개 견고한 설치와 위험표지 부착, 유사 개구부에 대한 안전시설물 전수 설치 및 재점검, 개구부 안전덮개 임의 해체 금지에 대한 전 근로자 교육 및 현장점검 강화, 동종 및 유사사고 방지를 위한 안전대책 수립, 개구부 안전시설 조치 및 개구부 주변 작업 시 안전교육 시행, 현장 합동안전점검 강화를 통한 위험요소 제거."
5322,TRAIN_05322,2023-03-02 오후 01:00,정규작업 -,맑음,5℃,37%,건축 / 건축물 / 공동주택,"112,307㎡","지상 25층, 지하 2층",넘어짐(물체에 걸림),없음,건축 > 수장공사,건설자재 > 창호,운반작업,공동주택 / 내부,창호 / 바닥,103동 7층에서 단열재 운반작업 중 세대 내부에 적재된 자재(창호)를 확인하지 못하고 발이 걸려 넘어짐,정리정돈 실시와 안전통로 확보를 통한 재발 방지 대책 및 향후 조치 계획.
5323,TRAIN_05323,2023-03-02 오전 11:15,정규작업 -,맑음,20℃,50%,건축 / 건축물 / 공장,"25,159.47㎡","지상 4층, 지하 0층",부딪힘,없음,건축 > 철골공사,건설자재 > 자재,기타,공장 / 외부,자재 / 외부,전방주시태만,"작업자 교육 및 주의조치, 현장 내 보행로 구획 설정, 철골 자재 적재 시 적재 구획 설치 조치."
5325,TRAIN_05325,2023-03-02 오전 11:00,정규작업 -,맑음,2℃,35%,건축 / 건축물 / 근린생활시설,143.05㎡,"지상 2층, 지하 1층",물체에 맞음,붕괴,건축 > 해체 및 철거공사,시설물 > 건물,해체작업,근린생활시설 / 내부,건물 / 지하,해체계획서 미준수,재발 방지 교육 실시와 행정처분을 통한 향후 조치 계획.
5329,TRAIN_05329,2023-03-02 오전 10:30,정규작업 -,맑음,5℃,30%,건축 / 건축물 / 공동주택,"654,878㎡","지상 49층, 지하 4층",넘어짐(물체에 걸림),없음,전기설비 > 전기설비공사,시설물 > 건물,이동,공동주택 / 113동,건물 / 7층 계단실,재해자가 계단실을 이용하여 내려가던 도중 계단 알폼에 발이 걸려 넘어지면서 타박상 및  좌측 중지 골절(폐쇄성)이 발생,"각 동 계단실 거푸집 시인성 확보를 위한 테이핑 조치 및 발걸림 주의 사인물 설치, 해당 전구간 안전 시설물 설치상태 전수 확인, 근로자 대상 사고사례 교육 실시."
5330,TRAIN_05330,2023-03-02 오전 10:30,정규작업 -,맑음,3℃,19%,건축 / 건축물 / 창고시설,"191,827.38㎡","지상 4층, 지하 1층",끼임,없음,건축 > 철근콘크리트공사,가시설 > 작업발판,마감작업,창고시설 / 내부,작업발판 / 상부(위),해치발판  이동시 부주의,비계 해치발판 보양 커버 설치 및 해당 사고사례 전파교육 실시.
5332,TRAIN_05332,2023-03-02 오전 10:30,정규작업 -,맑음,14℃,60%,건축 / 건축물 / 공동주택,"8,699㎡","지상 4층, 지하 3층",떨어짐(2미터 미만),없음,건축 > 도장공사,건설공구 > 사다리,도장작업,공동주택 / 내부,사다리 / 지하,A형 사다리 이용하여 벽체 바탕 처리 중 중심 잃고 넘어짐.,2인1조 작업 실시와 전도방지대 설치를 통한 재발 방지 대책.
5333,TRAIN_05333,2023-03-02 오전 10:25,정규작업 -,맑음,5℃,45%,건축 / 건축물 / 방송통신시설,"40,453.13㎡","지상 9층, 지하 3층",부딪힘,없음,전기설비 > 전기설비공사,기타 > 기타,이동,방송통신시설 / 내부,기타 / 건설용 리프트카 내부,후진으로 고소작업대(렌탈)이동시 운전자의 조작미숙(조종레버와 뒤를 번갈아가며 보던 중 출입문 위치를 인지 못함),"건설용 리프트카를 사용하여 고소작업대를 인양할 때 사전 허가제(SNS) 운영과 안전팀 입회 하에 작업 실시, 건설용 리프트카 관련 근로자 안전교육 실시, 출입문 상부 및 조종레버 보양조치의 이행."
5335,TRAIN_05335,2023-03-02 오전 10:00,정규작업 -,맑음,3℃,29%,토목 / 옹벽 및 절토사면 / 절토사면,-,-,부딪힘,없음,토목 > 토공사,기타 > 기타,벌목작업,절토사면 / 외부,기타 / 앞,사면의 벌목 작업 중 굴착기가 옮기던 나무에 벌목공이 부딪힘,현재 공종 종료 후 추가 공종 발생 시 장비와 작업자 간의 간격 확보 및 신호수 배치 계획.
5341,TRAIN_05341,2023-03-02 오전 08:20,작업 전 -,맑음,5℃,17%,토목 / 기타 / 부지조성,-,-,넘어짐(미끄러짐),없음,토목 > 도로 및 포장공사,기타 > 기타,이동,부지조성 / 내부,기타 / 바닥,근로자 불안전한 행동,지정된 통로 사용 교육 실시
5350,TRAIN_05350,2023-03-01 오후 03:00,휴일근무 -,맑음,15℃,0%,토목 / 상하수도 / 하수도,-,-,물체에 맞음,없음,토목 > 관공사,건설공구 > 공구류,마감작업,하수도 / PCBOX 상부,공구류 / 못질 중 이물질(철가루 등),"PCBOX 상부에서 목공 인부가 개구부 덮개 못질 중 망치 사용 미숙으로 이물질(철가루 등)이 튀어 오른쪽 눈에 들어감, 이후 인부가 손으로 눈을 비벼 각막 열상 등 외상성 백내장 발생","사고 발생 시 재해자가 안전보호 장구를 착용하였으나 작업도구 사용 미숙 및 후속조치 미흡으로 피해가 발생함에 따라 작업도구 사용 방법 숙지 교육 시행과 안구에 이물질이 들어갈 경우 깨끗한 물로 씻어내도록 안내하는 유사사고 발생 방지를 위한 대책 수립과 산업재해 보고 완료, 추가 치료 발생 시 산재처리 시행, 유사사고 발생 방지를 위한 예방조치 및 점검 시행 등의 향후 조치 계획."
5352,TRAIN_05352,2023-03-01 오후 02:20,정규작업 -,맑음,6℃,60%,건축 / 건축물 / 교육연구시설,"71,406㎡","지상 5층, 지하 4층",끼임,없음,건축 > 철근콘크리트공사,건설자재 > 자재,운반작업,교육연구시설 / 외부,자재 / 바닥,자재 결속 시 철근을 느슨하게 고장,작업절차 정비 등 수립 내용 작성과 향후 조치 계획 없음.
5355,TRAIN_05355,2023-03-01 오전 11:00,정규작업 -,맑음,11℃,60%,건축 / 건축물 / 공동주택,"22,856.14㎡","지상 24층, 지하 5층",넘어짐(미끄러짐),없음,건축 > 철근콘크리트공사,가시설 > 시스템동바리,설치작업,공동주택 / 내부,시스템동바리 / 바닥,바닥에 깔린 자재가 정리가 되어 있지않아 발생,미사용 자재의 신속한 정리 반출과 현장 정리를 통한 통행 이상 방지 조치.
5362,TRAIN_05362,2023-02-28 오후 04:00,불류불능 -,맑음,10℃,50%,건축 / 건축물 / 공동주택,"109,585㎡","지상 26층, 지하 2층",질병,없음,건축 > 철근콘크리트공사,질병 > 질병,설치작업,공동주택 / 현장내 전반,질병 / 팔꿈치 관절 부위,"평소 지병을 가지고 있었으나, 당시 현장 작업의 영향으로 업무상 재해가 발생되었다고 주장.",신규 근로자 및 고령 근로자의 건강 상태 수시 확인과 작업 전 충분한 스트레칭 실시를 통한 재발 방지 대책 및 신규 근로자 건강기록부 면밀 검토와 작업 전 교육 시 스트레칭 실시 요청의 향후 조치 계획.
5366,TRAIN_05366,2023-02-28 오후 01:10,정규작업 -,맑음,10℃,50%,건축 / 건축물 / 공동주택,"47,385.66㎡","지상 4층, 지하 2층",넘어짐(물체에 걸림),없음,건축 > 미장공사,시설물 > 건물,마감작업,공동주택 / 내부,건물 / 상부(위),미장공사 시 작업부주의,사고 내용 및 사례 전파와 교육 진행.
5370,TRAIN_05370,2023-02-28 오전 11:30,정규작업 -,맑음,12℃,10%,건축 / 건축물 / 공동주택,"95,622㎡","지상 35층, 지하 2층",넘어짐(물체에 걸림),없음,건축 > 창호 및 유리공사,건설공구 > 공구류,설치작업,공동주택 / 외부,공구류 / 발목,재해자의 부주의한 행동,안전교육 재실시와 주변 정리를 통한 통원치료 계획.
5376,TRAIN_05376,2023-02-28 오전 09:30,정규작업 -,맑음,7℃,40%,건축 / 건축물 / 교육연구시설,"3,665.24㎡","지상 2층, 지하 1층",물체에 맞음,없음,건축 > 철근콘크리트공사,가시설 > 거푸집,해체작업,교육연구시설 / 내부,거푸집 / 상부(위),"거푸집 해체시 고정못 잡하다 못에 눈 맞음(보호안경 미착용, 작업미숙)",재발 방지 대책과 향후 조치 계획의 내용.
5387,TRAIN_05387,2023-02-27 오전 11:37,정규작업 -,맑음,14℃,12%,토목 / 상하수도 / 상수도,-,-,떨어짐(2미터 미만),없음,토목 > 관공사,건설기계 > 덤프트럭,상차 및 하역작업,상수도 / 인접주변,덤프트럭 / 상부(위),작업자간의 의사소통 부재,작업자간의 의사소통을 원활히 하도록 교육하는 재발 방지 대책과 향후 조치 계획.
5393,TRAIN_05393,2023-02-27 오전 09:00,정규작업 -,맑음,5℃,30%,토목 / 하천 / 관개수로,-,-,넘어짐(미끄러짐),없음,토목 > 철근콘크리트공사,시설물 > 옹벽,설치작업,관개수로 / 외부,옹벽 / 바닥,배수로 바닥철근 배근 작업을 위해 철근 인력소운반 중 미끄러움에 넘어져 갈비뼈 실금 골절,"근로자 치료과정 및 병원진료의 지속적 모니터링, 재발방지 교육의 강화와 적극적 관리."
5405,TRAIN_05405,2023-02-25 오전 11:00,정규작업 -,맑음,5℃,40%,건축 / 건축물 / 업무시설,"85,512.62㎡","지상 14층, 지하 4층",기타,없음,건축 > 철근콘크리트공사,기타 > 기타,운반작업,업무시설 / 내부,기타 / 지하,등유통을 작업자가 직접 운반,"5키로 이상 중량물 운반에 대한 자세 교육과 작업 전 스트레칭을 통한 근육 긴장 완화, 유사사고 재발 방지 대책 제출 통보."
5410,TRAIN_05410,2023-02-25 오전 08:20,작업 전 -,맑음,-2℃,57%,건축 / 건축물 / 공동주택,"343,936.66㎡","지상 38층, 지하 4층",떨어짐(2미터 미만),없음,토목 > 가설공사,건설기계 > 천공기,상차 및 하역작업,공동주택 / 내부,천공기 / 화물차 적재함,화물차 운전원의 임의판단으로 차량운행하여 적재함 상부에서 떨어짐,하역 시 운전기사 및 작업자 출입 금지와 승하차 시 승강로 설치를 포함한 재해 예방 토론회 개최.
5411,TRAIN_05411,2023-02-25 오전 08:00,정규작업 -,맑음,7℃,50%,건축 / 건축물 / 숙박시설,"14,015.22㎡","지상 12층, 지하 3층",넘어짐(물체에 걸림),없음,건축 > 철근콘크리트공사,시설물 > 건물,이동,숙박시설 / 내부,건물 / 바닥,H빔 인발작업 세팅 중 뒷걸음으로 이동하다 램프 구간 개구부(덮개가 밀려)에 발이 빠져 넘어짐,"개구부 덮개 고정, 개구부 주변 위험표식 설치, 안전 이동 수칙 교육 등의 조치 계획."
5412,TRAIN_05412,2023-02-25 오전 08:00,정규작업 -,맑음,15℃,45%,건축 / 건축물 / 의료시설,24㎡,"지상 3층, 지하 0층",떨어짐(2미터 미만),없음,건축 > 철골공사,건설자재 > 자재,인양작업,의료시설 / 외부,자재 / 옆,철골자재 하역을 위해 화물차 위에서 자재를 크레인 인양벨트로 고정하고 돌아서다 발을 잘못 짚어 무릎이 꺽기면서 화물차 밖으로 낙상하였음.,"화물 인양 작업 시 화물차와 작업자 간 적정한 승강설비 설치 및 이용, 작업 전 화물의 무게중심 확인과 운반 중 급제동 및 급가속 금지를 통한 화물 흔들림 방지."
5417,TRAIN_05417,2023-02-24 오후 02:00,정규작업 -,맑음,8℃,25%,건축 / 건축물 / 공동주택,"145,520.03㎡","지상 15층, 지하 7층",넘어짐(미끄러짐),없음,건축 > 철근콘크리트공사,가시설 > 거푸집,이동,공동주택 / 외부,거푸집 / 지하,23년 02월 24일 오후 2시경 105동 지하 2층 슬라브 상부에서작업간 이동 중 미끄러지며 넘어져 보 모서리에 왼쪽 옆구리를 부딪혀 발생한 재해,슬라브 상부 이동통로 확보와 근로자 사고사례 전파 및 교육을 통한 재발 방지 대책과 향후 조치 계획.
