,Unnamed: 0,사고원인,재발방지대책 및 향후조치계획
870,2597,"sgr 차수장비의 경우 장비기사가 휀스 구석 작업을 하느라 재해자를 못봤고, 신호수를 보던 현장소장도 장비에 가려서 재해자 확인을 못하고 일어난 재해사고",근로자 안전의식 교양과 현장관계자 및 관리책임자의 수시 위험요소 확인을 통한 위험발생 최소화와 재발방지 대책 수립 및 제출 통보.
871,2598,"본관동 3층 슬라브(4층 바닥) 수직 및 수평 형틀 작업 중, 자신의 망치로 자기의 왼손 엄지를 때림","시공사에서 자체 안전교육을 실시하고, 감리에서 재발 방지 업무 지시를 발송하며, 발주청에서 안전교육과 현장 점검 후 위해 요소 시정 지시를 통해 재발 방지 대책을 마련하고, 8월 7일 현장 지도 후 지적사항 완료 즉시 확인 점검을 계획함."
872,2600,시스템 동바리 설치 작업중 위치 이동을 위해 안전고리 위치 교체 간 실족으로 인한 낙상 사고,"사전 안전교육 및 철저한 안전보호구 착용 등 개인별 안전수칙 준수, 관리부의 지속적인 순찰에 의한 위험요소 색출, 더위로 인한 인부 건강상태 지속확인, 발주처 감독관 및 해당과 과장 현장 점검 실시, 향후 안전계획 확인완료, 사용자 부주의 건의에 따른 추가적인 안전교육 및 철저한 현장관리 필요성."
873,2601,A형 사다리 2인1조 작업 중 사용 전 점검 미흡으로 인한 사다리의 펼쳐짐으로 재해자 1명이  떨어짐 재해 발생,"사다리 및 건설 안전 관련 안전교육 실시, 사용 중인 A형 사다리 전체 점검, 불량 사다리 확인 시 폐기, 사다리 관련 위험성 평가, 자체 사고조사 실시."
874,2606,콘크리트 스토퍼 설치 작업 후 일어서는 과정 중 데크플레이트 상부 철근에 오른쪽 팔(하완부) 베임,"해당 작업의 위험성 평가 실시, 오전/오후 TBM을 통한 근로자 안전교육 실시, 작업지휘자의 상주에 의한 작업 관리, 산업재해조사표 제출, 완치 후 근로자의 요청에 따른 현장 투입 여부 결정."
875,2621,호우로 인해 흙막이 배면부의 토사가 연약해진 상태에서 할암작업 후 토류판 설치 중 발생,"근로자 특별안전교육 및 위험성평가 실시, 흙막이 배면부 토석붕괴 방지 조치 실시 및 안전한 작업환경 확보 후 작업 개시, 건설사업관리단 및 시공사 안전순찰 강화, 건설현장 산업재해 재발방지 이행조치 결과 집중 관리."
876,2623,작업중 무의식적으로 분배기 레일위에 손을 얹고 작업하는 도중에 분배기 레일이 움직이면서 근로자 손가락이 끼여 염좌된 사고,"사고 재발 방지를 위한 작업순서에 따른 작업 및 관리, 안전교육 실시와 사고사례 전파, 협력회사 대표와 근로자 대표, 원도급사 현장 및 안전팀 참여로 이루어진 위험성 평가와 근로자 교육."
877,2624,"우리집 건립사업(남촌동) 현장 내 2층에서 발을 헛딛으며 넘어지며 기대어 있는 서포트를 건드려 허벅지를 가격, 대퇴부 골절","근로자 작업 동선 내 자재 제거 및 정리, 체계적인 거푸집 설치 및 서포트 설치 관련 안전한 작업 방법 교육, 산업안전보건법 및 중대재해 처벌 등에 관한 법률의 안전시설 기준, 안전수칙, 안전교육 실시 등 안전과 보건 확보 의무사항의 철저한 이행을 통한 안전사고 예방."
878,2630,4층 하역장에서 재해자가 바닥에 적치되어 있던 거푸집으로 밟은 상태로 작업하다 자재를 올리던 중 미끄러지면서 튀어나와 있던 철근 위로 넘어져 철근에 의한 복부 관통 사고 발생.,"중량물 취급 시 정해진 동선으로 이동하도록 전파 및 교육 실시, 돌출된 철근 제거 또는 철근 캡 설치와 안전 관리 철저 안내."
879,2633,"작업전 몸을 지지할 수 있는 작업발판, 수평재 설치상태 확인 미흡원칙적으로 해체작업에 필요한 작업발판을 미설치, 수평재를 발판삼아 작업","사고 발생 내용의 근로자 전파, 시스템 비계 및 동바리 설치·해체 작업 시 작업지휘자와 안전감시단 인원의 상주, 작업 전 작업발판 및 부재 체결 상태 확인, 근로자 안전교육의 철저함과 시스템 동바리 설치·해체 작업 시 준수사항 교육 실시."
880,2635,1. 근로자 지정 통로 미 사용 및 공사관련 차량 안전통제 미흡2. 동바리 해체자재 즉시 정리 미흡 및 자재구획 미 설정3. 이동통로 미 사용 및 해체자재 구획 미 설정,유사 동종 재해사례 전파 및 재발방지 대책에 관한 근로자 안전교육 실시와 공사차량 진출입로 안전통제원 배치 등 관리감독 강화.
881,2642,"근로자의 불안전한 행동으로 부속이 낙하 / 천장을 향해 고개를 들고 작업을 하였기 때문에 안전보호구(안전모, 보안경)로 코를 보호하지 못함.","안전조회 및 T.B.M 활동에서 작업 및 안전수칙에 관한 사항의 정확한 전달과 숙지, 현장 일일 순회점검 활동의 강화 및 점검 시간과 횟수의 증가, 작업 개시 전 위험요소의 돌출 및 사전제거 확인, 작업 특성 및 현장여건에 맞는 개인보호구 지급, 근로자의 건강상태 수시 점검 활동의 확인 관리 강화를 통한 재발 방지 대책 마련."
882,2643,고소작업을 위하여 이동식 틀비계 설치후 높이가 맞지 않는 경우 시저리프트 또는 내부수평비계 설치하고 작업을 하여야 하나 미실시,"작업 전 수시 안전교육 실시, 높이가 높은 이동식 틀비계 작업 시 굥우 시저리프트 사용 또는 수평비계 설치, 작업 중 안전벨트 걸고리 체결 후 작업 실시."
883,2645,옥상층 데크플레이트 설치구간 청소작업 중 데크플레이트에 고정되어있던 냉동설비 달대볼트에 발이걸리면서 전도되는 사고 발생,데크플레이트 보행 시 전도 방지에 대한 안전교육 실시와 주요 통행구간 실족방지망 설치를 통한 보행토로 안전확보 및 향후 데크플레이트 실족방지망 설치와 안전교육 실시 여부 확인.
884,2646,옥상비계발판에서 엉켜있는 윈치와이어를 재해자가 손으로 확인중에 5층 하부에서 리모콘을 작동하는 작업 동료가 재해자를 볼려고 머리를 기울이다 리모콘버튼이 눌림,"작업자에 대한 안전교육 실시 철저와 작업자 간 소통 강화, 건설사업관리단과 시공사에 안전교육 실시 철저 지시."
885,2648,펌프카 운전자의 작동미숙으로 펌프카 분출구 앞에서 콘크리트 타설 준비작업 중이던 재해자에게 생콘크리트가 분출되어 작업자가 맞고 1.5m 아래 땅으로 떨어짐,"현장 안전점검과 안전 보강작업, 현장직원 특별안전교육 및 위험성평가회의 실시와 근로자 교육, 안전시설물 보강이 포함된 조치 계획."
886,2649,예촌교 철거를 위하여 상판을 절단하여 자재인양 준비하려고 와이어로프를 설치하려 할때 상판이 기울러지면서 미끌려 지면쪽으로 추락,"자재인양 시 철거교량 상태 및 개인 안전장구 착용 상태 확인, 작업자 안전 교육 실시와 함께 재해 사례 전파 및 현장 안전 교육을 통한 안전 확보."
887,2653,재해자 작업장 이동통로 이동중 중심을 잃고 넘어지면서 난간 기둥에 부딪혀 가슴뼈 골절짐,"이동이 빈번한 기둥에 보호재 설치와 목수팀 전체 안전교육 실시, 이동구간 안전시설 보강 및 안전교육 철저 지시."
888,2660,층간소음단열재 자재를 정리하던중 바닥청소 미흡으로 인한 발이 미끄러져 넘어짐,"작업 뒤 바닥 정리와 청소를 철저히 하여 부상 방지를 위한 조치 계획으로 부상의 경과를 입원 중에 관찰한 후, 부상자가 산재를 원할 경우 산재 처리 예정."
889,2662,"7월 한달동안 전북권에 비가 많이 내린 상태였음.2023년 7월 26일 오전까지 강우가 내린 상태이며, 기상청에서 26일 오후부터 장마철이 끝난다고 발표했음.이후로 작업일자 의논차 연락하려고 했으나,  26일 13시경 사고 발생함.작업전 시공사 측에 연락을 받지 못한 상황이었고, 사고 발생 신고 전화를 받고 작업중이었다는 사실을 알게됨.설계내역서에는 해당 작업구간 소나무 벌목 및 크레인을 이용한 벌목 작업으로 설계되어 있었으나,인력작업 및 소나무가 아닌 다른 나무를 벌목했다가 사고 발생",작업 전 감독관에게 알림 및 현장 확인을 통한 재발 방지 대책과 발주사업에서 발생한 사고에 대한 시공자의 산재 처리 진행 중인 향후 조치 계획.
890,2668,당일 09시 40분경 크레인으로 Spool 자재 하역 작업을 하던도 중 파레트에 발이 걸려 넘어지면서  근로자가 팔을 잘못 짚어 팔꿈치가 반대로 꺽임,"작업 전 작업구역 내 요철부 등의 지형, 지물 파악 및 정리정돈 실시와 작업 시작 전 작업에 대한 안전교육 실시 및 사고 사례 전파."
891,2669,불안정한 위치에서 마감용 합판 재단작업 실시 중 핸드그라인더날에 손가락 충돌 발생,"마감용 합판 작업 시 자재 고정 및 작업공구를 두 손으로 파지하고, 작업 전 위험요소 점검 및 안전장구 착용 여부 확인을 통한 안전의식 강화를 위한 교육 및 환경 개선."
892,2671,작업대와 바닥 중간에 폭이 좁은 목재 디딤판(L500*W200*H250)을 밟고 내려오던 중 뒤집히며 전도,"단독 가설계단 설치 시 철재 말비계로 대체 사용과 수장공 및 내장목공 작업자를 대상으로 한 수시 교육을 통한 사고 사례 전파, 불법 시설물 사용 유무에 대한 합동 점검을 통한 위험 요소 발굴 제거."
893,2677,암 버력 인양 작업장 주변 정리정돈 및 걸릴 요인 제거 확인 미흡으로 인해 클램셸에 끼어 있던 부석이 약 40m 높이에서 낙하하여 발생한 사고임,"작업환경 개선을 통한 클램셸에 끼인 부석 제거 철저와 작업 전 교육 강화, 현장 순찰 및 안전점검 시 관리감독 철저 이행."
894,2679,7월25일 17시30분경 아파트 신축공사 세대 거실에서 일반가구 절단용 원형톱과 회전축 사이에 낀 이물질(톱밥)을 제거하는 작업 중에 원형톱을 들고있던 손으로  전원버튼을 눌러톱날이 회전아며 정비중인 좌측 중지손가락 상단을 베임,전동공구 정비 및 수리 작업 시 전원 분리를 통한 오작동 예방과 전동회전톱 사용 공종 근로자에 대한 사고사례 전파 및 특별안전교육 실시.
895,2681,재해자인 굴착기 운전자가 작업 종료 후 이동 중 우기로 인해 바닥이 미끄러운 상태에서 우측에 있던 빔에 오른쪽 정강이를 부딪힘.,이동통로구간 자재 정리와 미끄러운 토사구간 표토 제거 또는 야자수 매트 설치를 포함한 작업장 내 이동구간 자재 정리 조치 지시.
896,2683,리테일 1층 천장 위에서 SP(스프링쿨러) 헤드 고정 작업 진행 중 엠바와 석고보드가 파손이 되면서 작업자 1명이 엠바위에서 고소작업대(랜탈)로 추락,"추락 위험 구간에 대한 안전교육 실시, 천정 작업 시 절차 수립, 충분한 공정 협의 진행 및 안전사고 예방 철저를 위한 지시 공문 발송."
897,2684,유로폼 고정용 고임목을 바닥에 설치하기 위해 망치를 사용하여 콘크리트 못을 박는 과정에서 개인보호구 미착용으로 인한 눈 부상,"개인보호구의 전면 교체, 착용 수시 확인 및 점검, 작업자 안전교육의 사례 및 안전사고 내용 추가 교육 실시."
898,2689,건설장비를 이용하여 H파일을 브라켓 상부에 중심부를 안착후 양 끝쪽을 다른 H파일과 볼트 연결 작업 도중 H파일 회전으로 기시공된 H파일과 왼손 중지손가락이 끼이는 사고 발생.,"근로자 및 건설장비 안전교육 재실시, 해당 공정 위험성평가 재실시, 해당 공정 시공위치 관리감독자 배치, 사고 재발방지 대책 수립 및 재발방지 대책 이행여부 확인."
899,2690,가설휀스 설치를 위한 천공 작업으로 발생한 부상토 정리를 위해 이동중 발을 헛디뎌 넘어짐,"1차 장비 이용 부상토 제거, 보도 외측과 작업장 내측 각각 청소 인원 추가 배치, 작업장 바닥 미끄럼에 대한 특별 교육 실시."
